reference,project_name,country,date_online,decommission_date,status,technology,product,end_use,announced_size,capacity_normalized,capacity_zerocarbon,refs,latitude
Ref,Project name,Country,,Decomission date,Status,Technology,Product,EndUse_Refining,Announced Size,Capacity_MWel,IEA zero-carbon estimated normalized capacity [Nm³ H₂/hour],References,Location
2281,EI-H2 project,IRL,2026.0,,Feasibility study,Other Electrolysis,H2,,50MW,50,11111.111111111111,[1962],Aghada
2282,Duisburg Harbor,DEU,2026.0,,Feasibility study,Other Electrolysis,H2,,20MW,20,4444.444444444444,[1963],Duisburg Inner Harbour
2283,Ammonia project Jordan,JOR,2030.0,,Feasibility study,Other Electrolysis,Ammonia,,100-300k t NH3/year production,692.9045282881507,153978.7840640335,[1964] [2296],Port of Aqaba
2284,FertigHy second plant,ESP,,,Concept,PEM,Ammonia,,1Mt H2/y production,13339.49002103535,2565286.542506798,[1965][2500],Random location in Spain
2285,Daystar Energy - Columboola Renewable Energy Hub (CREH),AUS,,,Concept,Other Electrolysis,H2,,50MW,50,11111.111111111111,[1966],Chinchilla 
2287,Kumbarilla Renewable Energy Park (K-REP)- phase 2,AUS,,,Concept,Other Electrolysis,H2,,80MW,80,17777.777777777777,[1967],Kumbarilla
2288,Three Gorges Corp.'s Inner Mongolia project ,CHN,2023.0,,Operational,ALK,H2,,10 kt H2/y production - 16x1000 Nm3/h units,73.6,16000,[1969] [1989],Ordos
2289,Twelve Moses Lake SAF project,USA,2025.0,,FID/Construction,PEM,Synfuels,,40000 gallons/y (production),1.0669327813916818,205.17938103686188,[1970],Lake Moses
2292,Nujio'qonik Green Hydrogen -phase 2,CAN,,,Feasibility study,PEM,H2,,1.300GW,650,125000,[1873][1975],"Stephenville, Canada"
2293,Shanghai Chemical Industry Park,CHN,2028.0,,Concept,NG w CCUS,H2,,"70,000 Nm3/h",,0,[1977] [2239],Shanghai Chemical Industry Park
2294,Terranova Hydrogen,BEL,2026.0,,Feasibility study,Other Electrolysis,H2,,2.5MW,2.5,555.5555555555555,Belgium Hydrogen Council,Zelzate
2296,Denain - Phase I,FRA,2026.0,,Feasibility study,Other Electrolysis,H2,,2.5MW,2.5,555.5555555555555,[3092],Denain
2297,Denain - Phase II,FRA,2029.0,,Feasibility study,Other Electrolysis,H2,,120MW,120,26666.666666666668,[3092],Denain
2298,CarlHYng,FRA,2028.0,,Feasibility study,PEM,H2,,100MW,100,19230.76923076923,,"Carling, Saint-Avold"
2299,Alp’Hyne,FRA,2026.0,,Feasibility study,Other Electrolysis,H2,,2MW,2,444.44444444444446,,Bonneville
2300,H2BYCOL,FRA,2026.0,,Feasibility study,Other Electrolysis,H2,,1MW,1,222.22222222222223,,Chilly-Mazarin
2301,Angeles Link,USA,,,Concept,Other Electrolysis,H2,,10-20GW,15000,3333333.3333333335,[1979],Los Ángeles
2302,ACME SCZONE Green Ammonia Plant,EGY,,,Concept,Other Electrolysis,Ammonia,,2.2 Mt H2/y (production),25396.336770817303,5643630.393514956,[1980],Sokhna
2303,"Globeleq green hydrogen project, phase 1",EGY,2027.0,,Concept,Other Electrolysis,Ammonia,,100 kt NH3/y ,103.93567924322261,23096.817609605027,[1981],Random location in  Suez Cana
2304,"Globeleq green hydrogen project, phase 2",EGY,2034.0,,Concept,Other Electrolysis,Ammonia,,3.6GW,3500,777777.7777777779,[1981],Random location in  Suez Cana
2305,"Daures Green Hydrogen Village, phase 1",NAM,2025.0,,FID/Construction,Other Electrolysis,Ammonia,,0.25 MW - 18 t h2/y - 100 t NH3/y capacity,0.25,55.55555555555556,[1982] [2374],Daures
2306,"Daures Green Hydrogen Village, phase 2",NAM,2027.0,,Feasibility study,Other Electrolysis,Ammonia,,5 MW - .62 kt H2/y - 35 kt NH3/y capacity,4.75,1055.5555555555557,[1982] [2374],Daures
2307,"Daures Green Hydrogen Village, phase 3",NAM,2032.0,,Feasibility study,Other Electrolysis,Ammonia,,420 MW- 121 kt H2/y - 352 kt NH3/y capacity,415.25,92277.77777777778,[1982] [2374],Daures
2308,"Daures Green Hydrogen Village, phase 4",NAM,2032.0,,Concept,Other Electrolysis,Ammonia,,840MW - 240 kt H2/y - 700 kt NH3/y capacity,424.75,94388.88888888889,[1982] [2374],Daures
2309,Hynamics Dunkirk - SHYMED,FRA,2030.0,,Concept,ALK,H2,,1MW,1,217.3913043478261,Data from EDF,Dunkirk
2310,Hynamics Martres-Tolosane,FRA,2026.0,,Feasibility study,ALK,H2,,2MW,2,434.7826086956522,Data from EDF,Martres-Tolosane
2311,Vitry H2,FRA,2026.0,,Feasibility study,ALK,H2,,2MW,2,434.7826086956522,Data from EDF,Vitry-sur-Seine
2312,Hynamics LH2,FRA,2026.0,,Feasibility study,ALK,H2,,2MW,2,434.7826086956522,Data from EDF,Le Havre
2313,Hynamics VSGP,FRA,2026.0,,Feasibility study,ALK,H2,,2MW,2,434.7826086956522,Data from EDF,Vallée Sud Grand Paris
2314,Hynamics Cannes,FRA,2026.0,,Feasibility study,ALK,H2,,2MW,2,434.7826086956522,Data from EDF,Cannes
2315,Hynamics Hydom,FRA,2030.0,,Feasibility study,ALK,H2,,85MW,85,18478.260869565216,[2006] + Data from EDF,"Saint-Fons, Rhône, Auvergne-Rhône-Alpes, France"
2316,Take Kair,FRA,2031.0,,Feasibility study,Other Electrolysis,Synfuels,,"200MW, 50 kt e-kerosene/y capacity",200,44444.444444444445,[1983] [2666][2742],Saint-Pierre-La-Cour
2317,Holyhead Hub,GBR,2026.0,,FID/Construction,ALK,H2,,1 MW,1,217.3913043478261,[1984],Holyhead
2318,Stanwell Power Station - Hysata DEMO,AUS,2025.0,,DEMO,ALK,H2,,5MW,5,1086.9565217391305,[1985],Stanwell Power Station
2319,Eni Sannazzaro Waste to Methanol/H2,ITA,2029.0,,Feasibility study,PEM,H2,1,2000 Nm3 H2/h,10.4,2000,Data from ENI,Sannazzaro dei Burgondi
2320,"H2H Saltend, phase 2",GBR,,,Feasibility study,NG w CCUS,H2,,1200MW - 1 Mt CO2/y,,125376.44276941518,Data from Equinor,Salt End
2323,Sines Repsol - H2Alba,PRT,2026.0,,FID/Construction,PEM,H2,,4MW,4,769.2307692307693,[3309],Sines Chemical complex
2324,"Electrolyzers with ""network related function"" in Apulia - Phase 2",ITA,2031.0,,Concept,Other Electrolysis,H2,,800MW,710,157777.77777777778,Data from Snam,Random location in Apulia
2325,"Electrolyzers with ""network related function"" in Sicily - Phase 1",ITA,2026.0,,Concept,Other Electrolysis,CH4,,90MW,90,20000,Data from Snam,Random location in Sicily
2326,"Electrolyzers with ""network related function"" in Sicily - Phase 2",ITA,2031.0,,Concept,Other Electrolysis,H2,,600MW,610,135555.55555555556,Data from Snam,Random location in Sicily
2327,IdrogeMO,ITA,2026.0,,FID/Construction,ALK,H2,,2.5MW,2.5,543.4782608695652,Data from Snam,Modena
2328,H2@Hydro,DEU,2026.0,,Concept,PEM,H2,,50MW,50,9615.384615384615,Data from RWE [3099],Albruck
2330,Kalisaya - stage 1,CHL,,,Concept,Other Electrolysis,H2,,1MW,1,222.22222222222223,[1991],Random location in Biobío
2331,Kalisaya - stage 2,CHL,,,Concept,Other Electrolysis,H2,,10MW,9,2000.0000000000002,[1991],Random location in Biobío
2332,Kalisaya - stage 3,CHL,,,Concept,Other Electrolysis,H2,,100MW,90,20000,[1991],Random location in Biobío
2333,Zorzal Project,CHL,,,Concept,Other Electrolysis,H2,,300 Kg H2/d production,1.2640449438202246,280.8988764044944,[1992],Random location in Biobío
2335,H2 Genesis Project,CHL,2027.0,,Feasibility study,Other Electrolysis,H2,,100MW,100,22222.222222222223,[1992],Random location in Antofagasta
2336,San Pedro Mining Project,CHL,2024.0,,DEMO,Other Electrolysis,H2,,2MW,2,444.44444444444446,[1992],Random place at Metropolitana de Santiago
2339,Biomethane and hydrogen production from biomass,COL,,,Concept,Biomass w CCUS,Various,,47 Nm3H2/h,,47,Colombian Hydrogen Association,"Santander, Colombia"
2340,Green Urea production in Colombia,COL,2027.0,,Feasibility study,ALK,Ammonia,,30MW - 100 ton urea/ day,30,6521.739130434783,Colombian Hydrogen Association,"Palmira, Valle del Cauca"
2341,Prothium,COL,2025.0,,Operational,ALK,Ammonia,,"2,3 MW",2.3,499.99999999999994,"Colombian Hydrogen Association, [2969]","Sabaneta, Antioquia"
2342,Deuterium,COL,2030.0,,Feasibility study,ALK,Ammonia,,23 MW,23,5000,Colombian Hydrogen Association,"Antioquia, Colombia"
2344,TW Solar Sucre,COL,2030.0,,Feasibility study,PEM,H2,1,1000 MW,1000,192307.6923076923,Colombian Hydrogen Association,"Santiago de Tolú, Sucre, Colombia"
2346,AES Colombia,COL,2032.0,,Feasibility study,Other Electrolysis,H2,,91250 tH2/year,537,0,Colombian Hydrogen Association,Random location in Colombia
2347,HRS hydrogen refueling station,COL,2027.0,,Concept,PEM,H2,,2 MW,2,384.61538461538464,Colombian Hydrogen Association,Random location in Colombia
2348,HUB hidrogeno Atlántico II,COL,2030.0,,Concept,PEM,H2,1,2.15 GW,2150,413461.5384615385,Colombian Hydrogen Association,"Sabanalarga, Atlantico"
2349,HUB hidrogeno verde Cartagena,COL,2030.0,,Feasibility study,PEM,H2,1,40 MW,40,7692.307692307692,Colombian Hydrogen Association,"Cartagena, Bolivar"
2352,BEAUTY AMMONIA,COL,2027.0,,Feasibility study,ALK,Ammonia,,1000 MW,1000,217391.30434782608,Colombian Hydrogen Association,Caribean coast
2353,SITP Hydrogen Bus,COL,2023.0,,DEMO,PEM,H2,,165 kW,0.165,31.730769230769234,Colombian Hydrogen Association,"Bogotá, Colombia"
2354,Cerro Dominador - H2 CSP +PV project,CHL,,,Concept,Other Electrolysis,H2,,6MW,6,1333.3333333333335,[1992],Random location in Antofagasta
2355,H2 Solar Project,CHL,,,Concept,Other Electrolysis,H2,,48 t H2/y production,0.9235031553024473,205.22292340054386,[1992],Random location in Antofagasta
2357,UCSC project,CHL,2024.0,,Operational,Other Electrolysis,H2,,25kW,0.025,5.555555555555556,[1992],Random location in Biobío
2358,Cabeza de Mar,CHL,2028.0,,Feasibility study,Other Electrolysis,Ammonia,,600MW - 750 kt NH3/y production,600,133333.33333333334,[1992],Random location in Magallanes
2359,Tango project,CHL,2027.0,,Feasibility study,Other Electrolysis,Ammonia,,172 kt NH3/y production,255.38481185477556,56752.180412172354,[1992],Random location in Antofagasta
2361,HRS for FCAB hydrogen train,CHL,2024.0,,Operational,Other Electrolysis,H2,,,0,0,[1995][3004],Random location in Antofagasta
2362,MowiUACH,CHL,,,Concept,Other Electrolysis,H2,,,0,0,[1996],Random location in Aysén
2363,Planta Piloto Móvil de H2V,CHL,2022.0,,Operational,Other Electrolysis,H2,,0.02MW,0.02,4.444444444444445,[1997],Random location in Antofagasta
2364,Volta project,CHL,2027.0,,Feasibility study,Other Electrolysis,Ammonia,,350MW,350,77777.77777777778,[1998],Random location in Antofagasta
2365,Llaquedona green hydrogen,CHL,2030.0,,Feasibility study,Other Electrolysis,Ammonia,,1500MW - 500 kt NH3/y production,1500,333333.3333333334,[1992],Random location in Magallanes
2366,Tecoil,FIN,2020.0,,Operational,Other Electrolysis,H2,1,0.7MW,0.7,155.55555555555557,,Hamina
2367,BÜKKABRÁNY PtG,HUN,2024.0,,Operational,PEM,H2,,1MW,1,192.30769230769232,[2235][3005],Bükkábrányi
2368,Hellisheidi ON Power ely,ISL,2018.0,,Operational,Other Electrolysis,H2,,0.7MW,0.7,155.55555555555557,,Hellisheidi
2369,H2 for Ovako steel mill in Smedjebacken,SWE,2026.0,,Feasibility study,ALK,H2,,17MW,17,3695.6521739130435,[1999],Ovako Smedjebacken plant
2371,Wasserstoffproduktion Ostschweiz AG,CHE,2022.0,,Operational,Other Electrolysis,H2,,2 MW,2,444.44444444444446,[2001],St. Gallen
2372,Kanadevia Inova (formerly Hitachi Zosen Inova) PtH Buchs,CHE,2026.0,,Feasibility study,Other Electrolysis,H2,,2.3 MW,2.3,511.1111111111111,[2002],Buchs
2373,Arbikie Distillery,GBR,2025.0,,FID/Construction,ALK,H2,,0.9MW,0.9,195.6521739130435,[2003],Montrose
2375,Green Ammonia,COL,2040.0,,Concept,Other Electrolysis,Ammonia,,3500 MW,3500,777777.7777777779,Colombian Hydrogen Association,Random location in Colombia
2376,Hydrogen for heavy duty transport,COL,,,Concept,Other Electrolysis,H2,,40 MW,40,8888.888888888889,Colombian Hydrogen Association,Random location in Colombia
2379,Green Ammonia,COL,2030.0,,Concept,PEM,Ammonia,,130 MW,130,25000,Colombian Hydrogen Association,Random location in Colombia
2385,"H2 Pierre-Bénite (Phase 2, final)",FRA,2030.0,,Concept,Other Electrolysis,H2,,40MW,20,4444.444444444444,[3108],"Pierre-Bénite, Rhône, Auvergne-Rhône-Alpes, France"
2386,Dijon Métropole Smart EnergHy (DMSE) - Station 2,FRA,2026.0,,FID/Construction,ALK,H2,,2 MW,2,434.7826086956522,[2005],"Dijon, Côte-d'Or, Bourgogne-Franche-Comté, France"
2387,NFC Belfort (Phase 2),FRA,2025.0,,Operational,ALK,H2,,2MW,1,217.3913043478261,[1223],"Danjoutin, Territoire de Belfort, Bourgogne-Franche-Comté, France"
2389,EcoH2 Breizh1,FRA,2026.0,,Concept,Other Electrolysis,H2,,10MW,10,2222.222222222222,[2008],"Sizun, Finistère, Bretagne, France"
2390,EcoH2 Breizh2,FRA,2027.0,,FID/Construction,Other Electrolysis,H2,,10MW,10,2222.222222222222,[2009],"Mauron, Morbihan, Bretagne, France"
2391,HyCOR,FRA,2026.0,,Feasibility study,Other Electrolysis,H2,,20MW,20,4444.444444444444,[2010],"Non Localisable, Haute-Corse, Corse, France"
2392,DépHy2A Ajaccio,FRA,2027.0,,Concept,Other Electrolysis,H2,,5MW,5,1111.111111111111,[2011],"Ajaccio, Corse-du-Sud, Corse, France"
2393,DépHy2B Bastia,FRA,2027.0,,Concept,Other Electrolysis,H2,,5MW,5,1111.111111111111,[2012],"Bastia, Haute-Corse, Corse, France"
2394,Vhya Lorraine,FRA,2026.0,,Concept,Other Electrolysis,H2,,9MW,9,2000.0000000000002,[2013],"Non Localisable, Vosges, Grand Est, France"
2395,H2V Thionville P1,FRA,2030.0,,Concept,Other Electrolysis,H2,,200MW,200,44444.444444444445,[2014],"Thionville, Moselle, Grand Est, France"
2399,EcoH2,FRA,2030.0,,Concept,PEM,H2,,10MW,10,1923.076923076923,[2016],"Liouc, Gard, Occitanie, France"
2400,HyLan,FRA,,,Concept,Other Electrolysis,Synfuels,,300MW,300,66666.66666666667,[2017],"Lannemezan, Hautes-Pyrénées, Occitanie, France"
2401,HyVENCE,FRA,2029.0,,Feasibility study,Other Electrolysis,H2,,60MW,60,13333.333333333334,[2018],"Fos-sur-Mer, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France"
2402,Usine Trangé,FRA,2026.0,,FID/Construction,Biomass,H2,,5MW or 110 t H2/y production,,156.76751093097099,[2019][2265],"Trangé, Sarthe, Pays de la Loire, France"
2407,eM-Lacq (part of E-CHO),FRA,2029.0,,Feasibility study,Other Electrolysis,MeOH,,260 Mwel - 200 kt MeOH/y prouction,260,57777.77777777778,[2022] [2307],"Lacq, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France"
2408,H2 Bordeaux,FRA,2027.0,,Concept,Other Electrolysis,H2,,3000 t H2/y production,30.378393266527873,6750.754059228417,[2023],"Bordeaux, Gironde, Nouvelle-Aquitaine, France"
2409,BioTJet (part of E-CHO),FRA,2029.0,,Concept,Other Electrolysis,H2,,260 MW,260,57777.77777777778,[2024],"Lacq, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France"
2410,Hydrogen Energy Storage System at Borrego Springs ,USA,2022.0,,DEMO,PEM,H2,,1MW,1,192.30769230769232,[2028],"Borrego Springs, CA"
2411,Waterfront Maritime Hydrogen Demonstration Project,USA,2021.0,,DEMO,PEM,H2,,,,0,[2029],"San Francisco, CA"
2412,Solid Oxide Electrolysis System Demonstration,USA,2020.0,,DEMO,SOEC,H2,,0.25MW,0.25,65.78947368421052,[2030],"Danbury, CT"
2415,Plansee Group - Breitenwang,AUT,2025.0,,FID/Construction,ALK,H2,,4 MW,4,869.5652173913044,[2035] [2278],Breitenwang
2416,Wien Energie -  Simmering,AUT,2024.0,,Operational,PEM,H2,,3 MW,3,576.9230769230769,[2036] [2037] [2278],Vienna
2417,"TIWAG Power2X (Phase 1) (within ""Power2X Kufstein"")",AUT,2026.0,,Feasibility study,PEM,H2,,5 MW,5,961.5384615384615,[2031] [2034] [2278],Kufstein
2418,Renewable Gasfield,AUT,2023.0,,Operational,PEM,CH4,,300 t H2/ y,2.0009235031553025,384.7929813760197,[2038] [2039],Gabersdorf
2419,"Mobility of the Future (within ""Innovation Liquid Energy"")",AUT,2024.0,,DEMO,SOEC,H2,,1 MW,1,263.1578947368421,[2040] [2041] [2042] [2278],Graz
2420,HySnowGroomer (within HyWest),AUT,2017.0,,Operational,AEM,H2,,0.35MW,0.35,84.33734939759036,[2043] [2278],Hinterstoder
2421,Hotflex,AUT,2020.0,,Operational,SOEC,H2,,0.15MW,0.15,39.473684210526315,[2044],Mellach
2422,H2Value - Tartu,EST,,,Concept,Other Electrolysis,H2,,,0,0,[2045] [2046],Tartu
2423,Green Port Paldiski,EST,2030.0,,Concept,PEM,H2,,24MW,24,4615.384615384615,,Paldiski
2424,Utilitas ELY,EST,2026.0,,Feasibility study,ALK,H2,,36 t H2/y capacity,0.21240572571956287,46.175157765122364,[2049],Talinn
2425,Narva power plant ELY,EST,2010.0,,Operational,Other Electrolysis,H2,,25 t H2/y capacity,0.1442973680160074,32.06608178133498,[2047] [2048],Narva
2426,Koppo Energy Cluster - Kristinestad PtX,FIN,2028.0,,Feasibility study,ALK,MeOH,,200MW,200,43478.260869565216,[2050][2071][3334],Kristinestad
2427,Green NortH2 Energy Kemi,FIN,2030.0,,Feasibility study,Other Electrolysis,Ammonia,,280MW,280,62222.222222222226,[2051][2686],Kemi
2428,Lappeenranta e-Methanol,FIN,2026.0,,Feasibility study,Other Electrolysis,MeOH,,17 MW or 25kt MeOH/y,17,3777.7777777777783,[2052] [2055] [2217][2553],Lappeenranta
2429,Ren-Gas  P2X Kotka,FIN,2028.0,,Feasibility study,Other Electrolysis,CH4,,50 MW,50,11111.111111111111,[3187],Kotka
2430,Ren-Gas  P2X Lahti,FIN,2028.0,,Feasibility study,Other Electrolysis,CH4,,100MW,100,22222.222222222223,[3187],Lahti
2431,Ren-Gas  P2X Tampere,FIN,2027.0,,Feasibility study,ALK,CH4,,50MW,50,10869.565217391304,[3187],Tampere
2432,P2X Solutions Joensuu,FIN,2028.0,,Feasibility study,Other Electrolysis,H2,,40MW,40,8888.888888888889,[2056][2998],Joensuu
2433,Ren-Gas  P2X Mikkeli,FIN,2028.0,,Feasibility study,Other Electrolysis,CH4,,40MW,40,8888.888888888889,[3187],Mikkeli
2434,Ren-Gas  P2X Pori,FIN,2028.0,,Feasibility study,Other Electrolysis,CH4,,150MW,150,33333.333333333336,[3187],Pori
2435,UPM Kymmene Biorefinery Green Hydrogen production​,FIN,2026.0,,Feasibility study,Other Electrolysis,H2,,20MW,20,4444.444444444444,[2060],Lappeenranta
2436,H-FLEX-E​,FIN,2026.0,,FID/Construction,Other Electrolysis,H2,,10MW,10,2222.222222222222,[2055],Vaasa
2437,HydRe Lempäälä,FIN,2026.0,,Feasibility study,Other Electrolysis,H2,,2.5MW,2.5,555.5555555555555,[2059],Lempäälä
2438,3H2 - Helsinki Hydrogen Hub,FIN,2026.0,,FID/Construction,PEM,H2,,4MW,4,769.2307692307693,[2060] [2387],Vuossari
2439,Hidroelectrica - Sona,ROU,2030.0,,Concept,Other Electrolysis,H2,,100 MW,100,22222.222222222223,[2061],Sona
2440,Nervia,ROU,2026.0,,Feasibility study,ALK,H2,,5 MW,5,1086.9565217391305,[2062] [2063],Turda
2445,Hydrogen Based Microgrid at NETRA,IND,2024.0,,Operational,PEM,H2,,0.34 MW,0.34,65.38461538461539,Data from NTPC,Netra
2446,Chusul Project,IND,2025.0,,Operational,PEM,H2,,1 MW,1,192.30769230769232,Data from NTPC,Chushul
2447,"H2APEX Lubmin, phase 1",DEU,2028.0,,Feasibility study,Other Electrolysis,H2,,100MW,100,22222.222222222223,[2069][29655],Lubmin
2448,"Mote biomass-to-hydrogen plant, 2nd facility (CA)",USA,,,Feasibility study,Biomass w CCUS,H2,,21 ktH2/y - 450 kt CO2/y,,26935.50869632138,[2070],Sacramento
2449,Babcock & Wilcox’s - Louisiana,USA,2026.0,,Feasibility study,Biomass w CCUS,H2,,,,0,[2072],Randome location in Louisiana
2452,Convion SOE R&D ELY,FIN,2023.0,,DEMO,SOEC,H2,,0.125MW,0.125,32.89473684210526,"Data from Hydrogen Europe
[2428]",Espoo
2453,ABC Cleantech H2,IND,2027.0,,Concept,Other Electrolysis,Ammonia,,1275MW,1275,283333.3333333334,Data from Indian Industry Association [2495],Random location at Karnataka
2454,Adani H2,IND,2030.0,,Concept,Other Electrolysis,H2,,1000 kt H2/y production,11543.78944128059,2565286.542506798,Data from Indian Industry Association,Khavda
2455,Aranayak Mirzapur H2,IND,2027.0,,Feasibility study,Biomass,H2,,365 t H2/y production,,520.1831044527675,Data from Indian Industry Association,Mirzapur
2456,Badarpur New Delhi H2,IND,2027.0,,Feasibility study,Other Electrolysis,H2,,94.9 t H2/y production,1.0955056179775282,243.44569288389516,Data from Indian Industry Association,Badarpur New Delhi
2457,Bellary-Nellore H2,IND,2027.0,,Feasibility study,Other Electrolysis,H2,,5 kt H2/y production,57.71894720640296,12826.432712533991,Data from Indian Industry Association,Nellore
2458,Bina Refinery,IND,2025.0,,Operational,ALK,H2,1,5 MW,5,1086.9565217391305,[3181],Bina Refinery
2459,Chamba H2,IND,2026.0,,Feasibility study,Other Electrolysis,H2,,7.3 t H2/y production,0.08426966292134831,18.726591760299627,Data from Indian Industry Association [3128],Chamba
2460,Chitrakoot H2,IND,2026.0,,Concept,Other Electrolysis,H2,,129.3 kt H2/y production,1492.6119747575806,331691.54994612903,Data from Indian Industry Association,Chitrakoot
2462,Gwalpahari Solar-Hydrogen demonstration,IND,2015.0,,Operational,Other Electrolysis,H2,,19.4 t H2/y production,0.22394951516084344,49.76655892463188,Data from Indian Industry Association,Gwalpahari
2463,Hydreen HLC Green Energy Himachal Pradesh H2,IND,2027.0,,Concept,Other Electrolysis,Ammonia,,300 kt H2/y production,3463.136832384177,769585.9627520394,Data from Indian Industry Association,Random area in Himachal Pradesh
2464,HPCL Visakh Refinery H2,IND,2025.0,,FID/Construction,Other Electrolysis,H2,1,2.4MW,2.4,533.3333333333334,"Data from Indian Industry Association, [2495]",Visakh Refinery
2465,Indore Waste to H2,IND,2026.0,,Feasibility study,Biomass,H2,,52.56 kt H2/y production,,74906.36704119851,"Data from Indian Industry Association, 2025 ref [3119]",Indore
2467,Jorhat H2,IND,2022.0,,Operational,Other Electrolysis,H2,,75 t H2/y production,0.8657842080960443,192.39649068800986,Data from Indian Industry Association,Jorhat
2468,JSW green hydrogen,IND,2026.0,,Feasibility study,Other Electrolysis,H2,,3.65 t H2/y production,0.042134831460674156,9.363295880149813,Data from Indian Industry Association,Location for JSW green hydrogen company
2469,JSW Karnataka H2,IND,2027.0,,Feasibility study,Other Electrolysis,Ammonia,,3.8 kt H2/y production,43.86639987686624,9748.088861525832,Data from Indian Industry Association,Random location at Karnataka
